annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;7069;94;92;69;42;87;99;2220;34600;1890;2640;22;56;7.8;1900;SD39;1470;2330;disc04_30;3;1;82;0;;10;0;1;0;0;0;2;3;5;84;3;4;1;0;0;0;1;14;3;3;19;12;17;11;4;2;3;4;2;4;;2;1;3;65;1;21;1;0;5
2015;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;6917;94;87;62;44;85;99;2100;32800;1780;2500;20;56;8.6;1865;SD39;1475;2280;disc04_30;3;1;81;;0;11;0;2;0;0;0;2;3;5;83;3;5;1;;;0;1;14;3;;20;9;17;11;4;2;3;5;2;10;;;;3;59;1;24;1;0;12
2015;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;3930;93;85;55;43;83;98;2000;31200;1700;2370;21;;8.6;1865;SD39;1475;2280;disc04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;3740;89;76;45;39;66;97;1800;28100;1500;2100;22;;9.9;1870;SD39;1490;2280;disc04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;1460;86;78;52;37;58;94;1840;28700;1500;2220;28;57;9.3;1870;;1480;2280;disc05_18;3;4;51;;0;34;2;3;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;8;44;4;22;4;1;18
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;;83;78;51;33;55;93;1800;28100;1450;2180;29;57;9.9;1870;;1490;2280;disc05_18;2;4;52;;0;33;1;3;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;9;43;5;22;4;1;16
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05;Autres formations juridiques, économiques et de gestion;;88;85;58;33;71;96;1950;30400;1600;2400;29;57;9.9;1870;;1490;2280;disc05_30;2;6;62;;0;24;1;2;0;0;1;1;2;22;5;59;12;0;;;0;1;9;2;;11;9;17;6;4;6;15;9;2;8;;;;10;49;5;22;4;0;10
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;287;88;78;42;41;52;90;1670;26000;1400;2000;32;62;8.5;1830;SD40;1450;2180;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;568;87;76;46;35;57;94;1800;28100;1530;2170;37;65;8.6;1865;SD40;1475;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;;83;72;;49;47;92;1600;25000;1400;1940;;;10.1;1830;SD40;1460;2230;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;287;93;83;48;41;71;96;1850;28900;1550;2250;32;62;8.5;1830;SD40;1450;2180;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;341;90;92;59;42;75;98;2000;31200;1650;2330;26;64;7.8;1900;SD40;1470;2330;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;341;90;86;53;42;61;98;1800;28100;1500;2200;26;64;7.8;1900;SD40;1470;2330;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;575;84;79;48;52;67;94;1780;27800;1500;2170;36;64;10.1;1830;SD40;1460;2230;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;122;95;95;64;48;73;96;2150;33500;1920;2550;24;;7.8;1900;SD40;1470;2330;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;371;89;77;47;31;68;94;1850;28900;1600;2200;40;;8.6;1865;SD40;1475;2280;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;529;81;75;42;36;49;90;1720;26800;1400;2080;38;59;9.9;1870;SD40;1490;2280;disc05_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_01;Administration économique et sociale;216;90;92;62;41;74;99;1960;30600;1630;2440;33;;9.9;1870;SD40;1490;2280;disc05_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;63;81;71;42;60;54;94;1500;23400;ns;ns;39;64;9.3;1870;SD61;1480;2280;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;30;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD61;1450;2180;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;37;86;85;59;64;47;91;ns;ns;ns;ns;26;63;10.1;1830;SD61;1460;2230;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;30;87;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD61;1450;2180;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;37;84;ns;ns;64;72;ns;ns;ns;ns;ns;26;63;10.1;1830;SD61;1460;2230;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;21;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD61;1470;2330;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;63;89;76;49;60;61;95;1550;24200;ns;ns;39;64;9.3;1870;SD61;1480;2280;disc05_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_02;Pluridisciplinaire droit, sciences politiques;21;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;7.8;1900;SD61;1470;2330;disc05_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;142;89;84;60;13;65;96;2050;32000;1800;2280;43;70;7.8;1900;SD63;1470;2330;disc05_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_03;Pluridisciplinaire droit, sciences économiques et de gestion, AES;41;91;92;68;16;76;97;2200;34300;ns;ns;28;;7.8;1900;SD63;1470;2330;disc05_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;186;90;87;53;26;78;98;1950;30400;1570;2340;23;;8.5;1830;SD62;1450;2180;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;394;92;90;64;38;77;99;2020;31400;1600;2520;23;46;8.5;1830;SD62;1450;2180;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;216;92;85;59;41;79;98;2140;33400;1810;2600;17;;8.6;1865;SD62;1475;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;435;93;82;55;38;79;98;2030;31700;1700;2470;21;50;8.6;1865;SD62;1475;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;;88;88;;31;67;97;2100;32800;1720;2350;;;10.1;1830;SD62;1460;2230;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;352;93;82;58;20;69;99;2000;31200;1610;2380;19;50;9.9;1870;SD62;1490;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2070;83;65;41;45;54;82;1520;23700;1290;1800;39;;9.3;1870;;1480;2280;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;560;82;76;45;48;55;83;1600;25000;1320;1930;37;;8.5;1830;;1450;2180;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;544;84;73;50;40;62;86;1650;25700;1370;2000;41;;9.3;1870;;1480;2280;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2006;84;72;38;48;54;81;1500;23400;1300;1800;41;;8.5;1830;;1450;2180;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2566;86;77;45;48;67;85;1680;26300;1400;2000;40;78;8.5;1830;;1450;2180;disc06_30;13;3;50;;0;25;1;1;3;0;1;2;13;16;57;2;12;0;;;0;1;6;1;;16;15;4;8;4;16;6;3;16;5;;;;8;38;5;27;4;1;18
2013;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;541;84;78;51;43;70;83;1780;27800;1450;2020;36;;9.9;1870;;1490;2280;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;169;76;72;44;38;63;79;1800;28100;1500;2100;35;;8.5;1830;SD21;1450;2180;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;;82;73;40;27;57;72;1500;23400;1200;1770;;;10.1;1830;SD21;1460;2230;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;;79;64;;46;47;72;1400;21800;1200;1700;;;10.1;1830;SD21;1460;2230;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;167;81;75;46;34;61;72;1600;25000;1260;1920;32;;9.9;1870;SD21;1490;2280;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;167;74;69;37;34;51;72;1490;23200;1200;1800;32;;9.9;1870;SD21;1490;2280;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;642;75;66;33;37;49;70;1450;22600;1210;1750;32;73;9.9;1870;SD21;1490;2280;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;642;83;69;37;37;54;72;1510;23600;1260;1850;32;73;9.9;1870;SD21;1490;2280;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD25;1480;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD25;1480;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD25;1480;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD25;1480;2280;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;3;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD25;1450;2180;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;4;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD25;1450;2180;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;10.1;1830;SD25;1460;2230;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;3;ns;nd;nd;ns;nd;nd;nd;nd;nd;nd;ns;ns;7.8;1900;SD25;1470;2330;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;0;ns;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;;9.9;1870;SD25;1490;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;SD25;1490;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD22;1480;2280;disc06_03_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;78;88;84;74;74;23;71;1400;21800;ns;ns;23;86;8.6;1865;SD22;1475;2280;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
